"chr","pos","strand","Name","Probe_rs","Probe_maf","CpG_rs","CpG_maf","SBE_rs","SBE_maf","Islands_Name","Relation_to_Island","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group","Phantom","DMR","Enhancer","HMM_Island","Regulatory_Feature_Name","Regulatory_Feature_Group","DHS","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"cg22201516","chr19",32715740,"+","cg22201516",NA,NA,NA,NA,NA,NA,"chr19:32715384-32715800","Island","","","","","DMR","","19:37407474-37407629","19:32715257-32716622","Unclassified","",0.627493991983954,-2.61824381169933,4.81349881906251,1.78168159626843e-05,0.00820431380568172,2.8286198638179
"cg04725405","chr12",10127367,"+","cg04725405",NA,NA,NA,NA,NA,NA,"","OpenSea","CLEC12A;CLEC12A","NM_138337;NM_201623","Body;Body","","","","","","","",-1.48104367771301,3.25997343974088,-4.8133551142204,1.78252014360837e-05,0.00820431380568172,2.82819469717473
"cg12648616","chr1",109944060,"+","cg12648616","rs7518013",0.249403,NA,NA,NA,NA,"chr1:109940074-109940894","S_Shelf","","","","","","","","","","",-1.17594717283991,3.7645407162073,-4.81066195674335,1.79830735705809e-05,0.00825565579464427,2.82022728822898
"cg16443812","chr22",50987294,"-","cg16443812","rs5770886",0.373369,NA,NA,NA,NA,"chr22:50984972-50988141","Island","KLHDC7B","NM_138433","1stExon","","","","22:49333773-49334990","22:50986445-50987897","Promoter_Associated","",1.24602751449854,-2.92386710857735,4.81066153466929,1.7983098420031e-05,0.00825565579464427,2.8202260396581
"cg17673205","chr2",61245365,"-","cg17673205",NA,NA,NA,NA,NA,NA,"","OpenSea","PEX13;PUS10","NM_002618;NM_144709","Body;TSS200","low-CpG:61098867-61098899","","","2:61098852-61098967","2:61243971-61245613","Promoter_Associated","",-0.944443456730996,-2.84300898433156,-4.81009707356478,1.80163611314201e-05,0.00825708442440477,2.81855628718167
"cg06866423","chr6",90926672,"+","cg06866423",NA,NA,NA,NA,NA,NA,"","OpenSea","BACH2;BACH2","NM_021813;NM_001170794","5'UTR;5'UTR","","","TRUE","","6:90926401-90926743","Unclassified_Cell_type_specific","",-0.909238887279439,2.3355756646534,-4.80982244218867,1.80325665825118e-05,0.00825708442440477,2.81774390831891
"cg00846995","chr17",46702028,"+","cg00846995",NA,NA,NA,NA,NA,NA,"chr17:46702280-46704166","N_Shore","HOXB9","NM_024017","Body","","","","","17:46701808-46702106","Unclassified_Cell_type_specific","",-0.677550260155741,-3.04277428021815,-4.80848912240145,1.81114473593551e-05,0.0082745680258239,2.81380002233612
"cg15006864","chr22",18265049,"+","cg15006864",NA,NA,NA,NA,NA,NA,"chr22:18267968-18268250","N_Shelf","","","","","","TRUE","","22:18264953-18265126","Unclassified_Cell_type_specific","TRUE",-0.627701789074192,1.45536278757658,-4.80809679316662,1.81347226503853e-05,0.0082745680258239,2.81263958712147
"cg08622934","chr1",6054784,"-","cg08622934",NA,NA,NA,NA,NA,NA,"chr1:6051595-6052955","S_Shore","","","","","","","1:5977371-5977455","1:6054745-6055677","Promoter_Associated","",0.806289055533477,0.428049439864809,4.80784436300535,1.81497138700678e-05,0.0082745680258239,2.81189295946917
"cg21640333","chr7",54794693,"+","cg21640333",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","","7:54762149-54762283","","","",1.12946037110609,3.46093394546996,4.80760975551797,1.81636575845115e-05,0.0082745680258239,2.81119905593285
"cg09726279","chr17",4457835,"-","cg09726279",NA,NA,NA,NA,NA,NA,"chr17:4458183-4458984","N_Shore","MYBBP1A;MYBBP1A","NM_014520;NM_001105538","Body;Body","","RDMR","","","17:4457754-4459629","Promoter_Associated","",-0.476556513303264,0.475860410519534,-4.80371941996721,1.83964202845465e-05,0.00836850491667739,2.79969378497734
"cg00706994","chr11",59190310,"+","cg00706994",NA,NA,NA,NA,NA,NA,"","OpenSea","OR5A2","NM_001001954","1stExon","","","","","","","",0.626995617833157,0.756807314840885,4.80338041375849,1.84168419337116e-05,0.00836850491667739,2.79869132112693
"cg25004071","chr20",60639474,"-","cg25004071",NA,NA,NA,NA,NA,NA,"chr20:60639272-60639835","Island","TAF4","NM_003185","Body","","","","20:60072529-60075200","20:60637939-60640028","Promoter_Associated","",-0.61835113183842,1.92680217805155,-4.8024053654831,1.84757031043192e-05,0.0083845564998703,2.79580813936219
"cg06000951","chr6",39902288,"+","cg06000951",NA,NA,NA,NA,NA,NA,"chr6:39901852-39902299","Island","MOCS1;MOCS1;MOCS1","NR_033233;NM_001075098;NM_001075098","Body;1stExon;5'UTR","","","","6:40009875-40010335","6:39901608-39902397","Unclassified_Cell_type_specific","TRUE",-1.08806280806437,-4.61311615488589,-4.80146066507476,1.85329089058994e-05,0.00839981696333606,2.79301483772715
"cg17756105","chr7",3613164,"+","cg17756105",NA,NA,NA,NA,NA,NA,"","OpenSea","SDK1","NM_152744","Body","","","TRUE","","","","",0.64384649833605,1.28247362441077,4.80087352078373,1.85685509376282e-05,0.00840527754609322,2.79127883314122
"cg18040788","chr5",173852421,"-","cg18040788",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",-0.762480954710129,-0.827453175664852,-4.79999513726509,1.8621998408291e-05,0.00841128909322615,2.78868182536704
"cg24154326","chr20",30556611,"+","cg24154326",NA,NA,NA,NA,NA,NA,"chr20:30555901-30556502","S_Shore","XKR7","NM_001011718","Body","","","","","20:30555222-30557002","Unclassified_Cell_type_specific","",-0.563226583160291,-1.14913920249989,-4.79987937891542,1.86290533047634e-05,0.00841128909322615,2.78833958605786
"cg08573679","chr6",125684510,"-","cg08573679",NA,NA,NA,NA,NA,NA,"chr6:125684544-125684865","N_Shore","","","","","RDMR","TRUE","6:125726061-125726564","","","",-0.758921411771331,-2.24946683953728,-4.79768586237975,1.87632357008277e-05,0.0084611505091663,2.78185485875765
"cg00121339","chr16",11127037,"+","cg00121339","rs7196077",0.259887,NA,NA,NA,NA,"","OpenSea","CLEC16A","NM_015226","Body","","","TRUE","","","","",-0.574996830864742,2.02889076199466,-4.79682585915589,1.88161033294927e-05,0.00847001716623055,2.77931262511334
"cg07954706","chr1",110164547,"+","cg07954706",NA,NA,NA,NA,NA,NA,"chr1:110162464-110162716","S_Shore","AMPD2;AMPD2","NM_139156;NM_004037","Body;Body","","","","","1:110164456-110164548","Promoter_Associated_Cell_type_specific","",0.460747588694821,-0.184055962495633,4.79659289368666,1.8830449818677e-05,0.00847001716623055,2.77862398194579
"cg21593409","chr16",88706389,"+","cg21593409",NA,NA,NA,NA,NA,NA,"chr16:88706211-88706492","Island","IL17C","NM_013278","Body","","DMR","","16:87233731-87233984","16:88705230-88707025","Promoter_Associated","",0.740722370722775,0.23676432533794,4.79320862868974,1.90400783291466e-05,0.00855350908495187,2.76862110378918
"cg00324562","chr21",27106440,"-","cg00324562","rs3761327",0.041844,NA,NA,NA,NA,"chr21:27106814-27108211","N_Shore","ATP5J;ATP5J;ATP5J;ATP5J;ATP5J;GABPA","NM_001003697;NM_001685;NM_001003701;NM_001003703;NM_001003696;NM_002040","5'UTR;5'UTR;Body;5'UTR;5'UTR;TSS1500","","","","","","","",-0.745575236538258,-3.39412009510075,-4.78917294787937,1.92930617656567e-05,0.00864658251052375,2.75669521114312
"cg22996170","chr19",12895529,"+","cg22996170","rs8102357",0.051479,NA,NA,NA,NA,"chr19:12893269-12894096","S_Shore","","","","","RDMR","TRUE","","19:12895280-12896089","Unclassified","",0.790230270655349,1.54466470138704,4.78882233276696,1.93151962529774e-05,0.00864658251052375,2.75565922623854
"cg10036013","chr7",4778839,"+","cg10036013",NA,NA,NA,NA,NA,NA,"","OpenSea","FOXK1","NM_001037165","Body","","","TRUE","7:4745365-4745435","7:4778355-4778883","Unclassified_Cell_type_specific","TRUE",0.671404508426872,0.294163162707982,4.78871986557176,1.93216697715099e-05,0.00864658251052375,2.75535646356024
"cg10516359","chr11",45827763,"+","cg10516359",NA,NA,NA,NA,NA,NA,"chr11:45825615-45826872","S_Shore","SLC35C1;SLC35C1;SLC35C1","NM_001145265;NM_001145266;NM_018389","Body;Body;1stExon","","","","","","","",-0.466043185824798,1.92413208908246,-4.78836120976983,1.93443452143537e-05,0.00864658251052375,2.75429674644409
"cg00082140","chr5",179816766,"+","cg00082140",NA,NA,NA,NA,NA,NA,"chr5:179816662-179817005","Island","","","","","","TRUE","5:179749284-179749611","","","",0.535833408293019,-0.461457420566607,4.78689640113519,1.94372276986792e-05,0.00867721200691226,2.74996890237308
"cg19694404","chr1",200306620,"-","cg19694404",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",0.621204810437415,1.40670220685633,4.78617834966305,1.94829190475327e-05,0.00868672402514181,2.74784751157378
"cg11928198","chr1",151137319,"+","cg11928198",NA,NA,NA,NA,NA,NA,"","OpenSea","SCNM1;LYSMD1;LYSMD1","NM_024041;NM_212551;NM_001136543","TSS1500;Body;Body","","","","","","","",-0.683295954092717,1.93289094783973,-4.78555333969016,1.9522775995668e-05,0.00869361416822091,2.7460010669853
"cg25308803","chr2",109746735,"+","cg25308803","rs6743394",0.381321,NA,NA,NA,NA,"chr2:109744585-109746833","Island","LOC100287216;SH3RF3","NR_029193;NM_001099289","TSS200;Body","","RDMR","","2:109111018-109113265","","","",-1.25232298415051,0.52583760179792,-4.78452602244662,1.95884625694598e-05,0.00871197484151959,2.74296623613555
"cg11738530","chr19",51047879,"+","cg11738530","rs16985509",0.049764,NA,NA,NA,NA,"chr19:51051782-51052122","N_Shelf","LRRC4B","NM_001080457","Body","","","","","","","",-0.681538120352769,1.59917866505455,-4.78413724425099,1.96133777149844e-05,0.00871217923201323,2.74181777803001
"cg27241808","chr6",114180814,"-","cg27241808",NA,NA,NA,NA,NA,NA,"chr6:114179734-114181226","Island","MARCKS","NM_002356","Body","","","","6:114286428-114288380","","","",-2.04635597810702,-3.03543587770495,-4.78289230125925,1.96933708921435e-05,0.00873681807406184,2.73814035585595
"cg14795268","chr1",1341852,"-","cg14795268",NA,NA,NA,NA,NA,NA,"chr1:1342004-1342952","N_Shore","MRPL20","NM_017971","Body","","","","1:1331647-1332926","","","",-1.04132997304517,-2.22493549744656,-4.78086053316848,1.98246113615367e-05,0.00877759188128621,2.73213927414299
"cg27429313","chr10",131514331,"-","cg27429313",NA,NA,NA,NA,NA,NA,"","OpenSea","MGMT","NM_002412","Body","","","","10:131404236-131404322","","","",-0.928081840997691,2.24678847020692,-4.78033328902025,1.9858808731252e-05,0.00877759188128621,2.73058210075817
"cg23067082","chr12",7073179,"-","cg23067082",NA,NA,NA,NA,NA,NA,"","OpenSea","MIR141","NR_029682","TSS200","","","","","","","",-0.541631513489634,1.80353543546862,-4.78026478294265,1.98632563363684e-05,0.00877759188128621,2.73037977682044
"cg06415891","chr1",2467096,"-","cg06415891",NA,NA,NA,NA,NA,NA,"chr1:2466934-2467212","Island","","","","","","TRUE","1:2456795-2457072","1:2466471-2467366","Unclassified_Cell_type_specific","",-1.0574601438477,1.7041023087567,-4.77939196525661,1.99200079814544e-05,0.00877759188128621,2.72780208745528
"cg04605980","chr12",117471700,"+","cg04605980","rs11608609",0.162456,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","12:115956083-115956123","","","",-1.77273740636864,2.36282806741543,-4.7790415792989,1.99428353609113e-05,0.00877759188128621,2.72676732831289
"cg20287514","chr1",25869837,"-","cg20287514",NA,NA,NA,NA,NA,NA,"chr1:25869893-25871042","N_Shore","LDLRAP1","NM_015627","TSS1500","","","","","","","",-0.497978266341407,1.68192662934605,-4.77899602107281,1.99458053356762e-05,0.00877759188128621,2.72663278729735
"cg02690256","chr2",10953520,"-","cg02690256",NA,NA,NA,NA,NA,NA,"chr2:10952402-10953384","S_Shore","PDIA6","NM_005742","TSS1500","","","","","2:10952222-10953621","Promoter_Associated","",-0.488153636104733,-0.202880796570946,-4.77881282874389,1.99577521757269e-05,0.00877759188128621,2.72609179326617
"cg23599843","chr8",75234269,"-","cg23599843",NA,NA,NA,NA,NA,NA,"chr8:75232649-75234101","S_Shore","JPH1","NM_020647","TSS1500","","RDMR","","","","","",-0.779795415768931,-2.0443298210704,-4.77794123537418,2.00146894505836e-05,0.00879177933825296,2.7235179231717
"cg22828581","chr9",93880502,"-","cg22828581",NA,NA,NA,NA,NA,NA,"chr9:93879725-93880618","Island","","","","","","TRUE","","","","",1.05237714359947,-2.25490585341995,4.77606550033411,2.01377655959841e-05,0.00883006817477032,2.71797917461622
"cg20050113","chr2",103236861,"+","cg20050113",NA,NA,NA,NA,NA,NA,"chr2:103235376-103236554","S_Shore","SLC9A2","NM_003048","Body","","","","2:102601750-102603294","","","",-0.703478046135636,-0.254354400921463,-4.77488288079776,2.02157455984539e-05,0.00883006817477032,2.71448737810795
"cg01212326","chr11",111250286,"+","cg01212326",NA,NA,NA,NA,NA,NA,"","OpenSea","POU2AF1","NM_006235","TSS200","","","","","11:111249442-111250825","Unclassified","",1.07879192285942,-1.08200094686796,4.77475550431755,2.02241623037575e-05,0.00883006817477032,2.71411130042374
"cg20891301","chr4",4864711,"-","cg20891301",NA,NA,NA,NA,NA,NA,"chr4:4864456-4864834","Island","MSX1","NM_002448","Body","","","","4:4915319-4915836","","","",-0.554328780996095,-0.797974825283888,-4.77472377915371,2.02262591561836e-05,0.00883006817477032,2.71401763262731
"cg02048412","chr16",4421654,"-","cg02048412",NA,NA,NA,NA,NA,NA,"chr16:4421642-4422240","Island","VASN;CORO7","NM_138440;NM_024535","TSS200;Body","","","","16:4361655-4362241","16:4421216-4422699","Unclassified_Cell_type_specific","",-0.516271372264986,-2.38843091352634,-4.77459121754127,2.02350230380053e-05,0.00883006817477032,2.7136262493589
"cg17831002","chr19",41882232,"+","cg17831002",NA,NA,NA,NA,NA,NA,"chr19:41882507-41882773","N_Shore","TMEM91;TMEM91;TMEM91;TMEM91;TMEM91;TMEM91","NM_001098823;NM_001098821;NM_001042595;NM_001098822;NM_001098825;NM_001098824","TSS1500;TSS1500;TSS1500;TSS1500;5'UTR;TSS1500","","","","","19:41882155-41882607","Unclassified_Cell_type_specific","",-0.602593169990452,-2.32830723710746,-4.77410657955237,2.02670951291944e-05,0.00883006817477032,2.7121953977504
"cg14910288","chr18",10033220,"-","cg14910288",NA,NA,NA,NA,NA,NA,"chr18:10032458-10032907","S_Shore","","","","","","TRUE","18:10023220-10023310","","","",-0.667851627090986,0.276966297036403,-4.7739818061873,2.02753604035485e-05,0.00883006817477032,2.71182702136211
"cg20547777","chr8",119086580,"+","cg20547777",NA,NA,NA,NA,NA,NA,"","OpenSea","EXT1","NM_000127","Body","","","TRUE","8:119155761-119155977","","","",-0.708505695221892,1.1452650352523,-4.77267770591745,2.03619457791918e-05,0.00885694917473527,2.70797699338774
"cg18279751","chr7",142490932,"-","cg18279751",NA,NA,NA,NA,NA,NA,"chr7:142494563-142495248","N_Shelf","","","","","","","7:142190913-142191018","7:142490861-142491452","Promoter_Associated","TRUE",-0.540331061240113,-3.30010801649612,-4.77139587925432,2.04474069098304e-05,0.00888327618852749,2.70419299091214
"cg08962038","chr10",88022859,"+","cg08962038",NA,NA,NA,NA,NA,NA,"chr10:88022640-88023279","Island","GRID1","NM_017551","Body","","","","10:88012521-88012865","","","",0.843808541115652,-2.12347847378316,4.76959914524825,2.05677920834172e-05,0.00892469316779165,2.69888941012165
"cg07617764","chr12",58218602,"-","cg07617764",NA,NA,NA,NA,NA,NA,"","OpenSea","CTDSP2;MIR26A2","NM_005730;NR_029847","Body;TSS200","","","","","","","",-0.566378068617357,3.26784041566287,-4.76719232256804,2.07301481571932e-05,0.00898419906357578,2.69178579735036
"cg22542901","chr12",68052319,"+","cg22542901",NA,NA,NA,NA,NA,NA,"","OpenSea","DYRK2;DYRK2","NM_006482;NM_003583","Body;Body","","","","","","","",-0.866373004934475,5.01752903345317,-4.76665729015419,2.07664106097802e-05,0.00898897928029302,2.69020680481666
"cg01343097","chr1",248284971,"+","cg01343097",NA,NA,NA,NA,NA,NA,"","OpenSea","OR2M1P","NR_002141","TSS1500","","","","","","","",1.39170686714981,4.0022637996585,4.7656665532623,2.08337238612198e-05,0.00900335158659801,2.68728305614914
"cg11592082","chr1",27683345,"-","cg11592082",NA,NA,NA,NA,NA,NA,"chr1:27683277-27683590","Island","MAP3K6","NM_004672","Body","","","","1:27555571-27556937","1:27683199-27684897","Promoter_Associated_Cell_type_specific","",0.876827758767824,1.88858472638192,4.76542512751659,2.08501594659388e-05,0.00900335158659801,2.68657061251321
"cg15090877","chr17",79801920,"-","cg15090877",NA,NA,NA,NA,NA,NA,"chr17:79804259-79804488","N_Shelf","P4HB","NM_000918","Body","","","","17:77394851-77395279","","","",-0.701277349134607,1.29241235595762,-4.76340174603479,2.09884082576198e-05,0.00904226516760329,2.68060001880042
"cg22611504","chr10",52750754,"-","cg22611504",NA,NA,NA,NA,NA,NA,"chr10:52750956-52751765","N_Shore","PRKG1","NM_001098512","TSS200","","","","10:52420742-52421829","10:52750689-52750818","Unclassified_Cell_type_specific","TRUE",-0.616867775792113,-3.4255777914938,-4.76336334553587,2.0991040698418e-05,0.00904226516760329,2.68048671307629
"cg11906021","chr17",47467221,"+","cg11906021",NA,NA,NA,NA,NA,NA,"","OpenSea","","","","","","TRUE","","","","",0.781920112153687,1.3546487638303,4.7627815845627,2.10309614936506e-05,0.00904852038321926,2.67877018025435
"cg14278148","chr9",114663626,"+","cg14278148",NA,NA,NA,NA,NA,NA,"chr9:114658618-114659773","S_Shelf","UGCG","NM_003358","Body","","","","","","","",-0.718943645906271,1.35716075535706,-4.75892091607564,2.12977823377453e-05,0.00915226594560924,2.66738036832626
"cg08977014","chr17",42266019,"-","cg08977014",NA,NA,NA,NA,NA,NA,"chr17:42263945-42264804","S_Shore","TMUB2;TMUB2;TMUB2","NM_177441;NM_001076674;NM_024107","5'UTR;Body;5'UTR","","","","","","","",-0.873288808205592,3.59958417152117,-4.75777725114069,2.13774615603886e-05,0.00917543830551883,2.66400677692005
"cg20478239","chr7",51544475,"+","cg20478239","rs12534107",0.456355,NA,NA,NA,NA,"","OpenSea","","","","","","","7:51511901-51512013","","","",-1.3975484138912,1.16647248484059,-4.75697429235999,2.14335789440638e-05,0.00918845406850545,2.66163833139524
"cg03208016","chr1",180124071,"-","cg03208016","rs10913933",0.0668,NA,NA,NA,NA,"chr1:180123555-180124584","Island","QSOX1;QSOX1","NM_001004128;NM_002826","1stExon;1stExon","high-CpG:178390529-178390697","","","1:178390179-178391207","1:180123733-180124172","Promoter_Associated","",-1.49566096204372,-5.75077435011012,-4.75625093676342,2.14842570891905e-05,0.00919910957540705,2.65950477792938
"cg19936372","chr17",79801451,"+","cg19936372",NA,NA,NA,NA,NA,NA,"chr17:79799286-79799624","S_Shore","P4HB","NM_000918","3'UTR","","","","17:77394696-77394797","","","TRUE",-0.887169346629954,1.96227323156287,-4.75157203548951,2.1814919409144e-05,0.00930375441539429,2.64570633506697
"cg04797323","chr12",93966978,"-","cg04797323",NA,NA,NA,NA,NA,NA,"chr12:93963963-93967395","Island","SOCS2","NM_003877","Body","","","","12:92490306-92491521","","","",-1.05183049667241,-3.58672465436885,-4.75155494883025,2.18161360681166e-05,0.00930375441539429,2.64565595179988
"cg05504759","chr3",52087583,"-","cg05504759",NA,NA,NA,NA,NA,NA,"chr3:52089652-52090845","N_Shelf","DUSP7","NM_001947","Body","","","TRUE","","3:52086393-52087981","Promoter_Associated","TRUE",0.524135640003967,-0.532835908660563,4.75099298072955,2.18561883450425e-05,0.00930375441539429,2.64399890876891
"cg07217350","chr5",162934022,"+","cg07217350",NA,NA,NA,NA,NA,NA,"chr5:162932454-162932946","S_Shore","MAT2B;MAT2B","NM_013283;NM_182796","Body;Body","","RDMR","","","5:162933917-162934135","Promoter_Associated","",-0.958944923235898,-2.39628055345498,-4.75092222989459,2.18612359836632e-05,0.00930375441539429,2.64379029354771
"cg00595243","chr6",133137893,"+","cg00595243",NA,NA,NA,NA,NA,NA,"chr6:133135364-133135829","S_Shelf","RPS12;SNORD100;SNORA33","NM_001016;NR_002435;NR_002436","Body;TSS200;TSS1500","","","","","","","",-0.733949903953492,-1.88455593092198,-4.75082658639281,2.18680613847895e-05,0.00930375441539429,2.64350828136726
